timestamp,EWA,EWC
2010-04-14,23.2,27.9
2010-04-15,23.15,27.86
2010-04-16,22.56,27.19
2010-04-19,22.4,27.23
2010-04-20,22.75,27.76
2010-04-21,22.63,27.69
2010-04-22,22.46,27.77
2010-04-23,22.37,27.89
2010-04-26,22.32,27.97
2010-04-27,21.43,27.16
2010-04-28,21.83,27.23
2010-04-29,22.04,27.74
2010-04-30,21.52,27.35
2010-05-03,21.81,27.58
2010-05-04,20.57,26.75
2010-05-05,20.38,26.26
2010-05-06,18.89,25.51
2010-05-07,18.92,25.48
2010-05-10,20.51,26.63
2010-05-11,20,26.79
2010-05-12,20.16,27.28
2010-05-13,20.03,26.98
2010-05-14,19.29,26.48
2010-05-17,19.08,26.16
2010-05-18,18.52,25.93
2010-05-19,17.81,25.61
2010-05-20,16.55,24.32
2010-05-21,17.37,24.8
2010-05-24,17.33,24.5
2010-05-25,17.18,24.55
2010-05-26,17.02,24.59
2010-05-27,18.32,25.51
2010-05-28,18.19,25.29
2010-06-01,17.56,24.98
2010-06-02,18.14,25.84
2010-06-03,18.2,25.79
2010-06-04,17.16,24.82
2010-06-07,16.73,24.6
2010-06-08,17.51,25.03
2010-06-09,17.56,24.91
2010-06-10,18.6,25.71
2010-06-11,18.71,25.71
2010-06-14,18.86,25.78
2010-06-15,19.31,26.5
2010-06-16,19.17,26.55
2010-06-17,19.12,26.55
2010-06-18,19.31,26.74
2010-06-21,19.54,26.63
2010-06-22,19.14,26.2
2010-06-23,19.03,25.77
2010-06-24,18.61,25.32
2010-06-25,18.73,25.55
2010-06-28,18.45,25.37
2010-06-29,17.49,24.15
2010-06-30,17.27,23.99
2010-07-01,17.28,23.73
2010-07-02,17.27,23.73
2010-07-06,17.57,23.94
2010-07-07,18.17,24.56
2010-07-08,18.64,24.77
2010-07-09,18.79,25.33
2010-07-12,18.65,25.26
2010-07-13,18.91,25.56
2010-07-14,19.02,25.43
2010-07-15,19,25.59
2010-07-16,18.33,24.8
2010-07-19,18.39,24.7
2010-07-20,19.08,25.18
2010-07-21,18.61,24.77
2010-07-22,19.25,25.35
2010-07-23,19.6,25.51
2010-07-26,19.9,25.7
2010-07-27,19.82,25.56
2010-07-28,19.67,25.46
2010-07-29,19.85,25.64
2010-07-30,19.84,25.78
2010-08-02,20.55,26.26
2010-08-03,20.31,26.11
2010-08-04,20.54,26.35
2010-08-05,20.37,26.21
2010-08-06,20.36,26
2010-08-09,20.57,26.1
2010-08-10,20.18,25.95
2010-08-11,19.18,25.02
2010-08-12,19.13,24.92
2010-08-13,19.29,24.89
2010-08-16,19.52,24.85
2010-08-17,19.9,25.58
2010-08-18,19.75,25.8
2010-08-19,19.33,25.43
2010-08-20,19.39,25.21
2010-08-23,19.19,25.06
2010-08-24,18.7,24.55
2010-08-25,18.65,24.69
2010-08-26,18.74,24.76
2010-08-27,19.46,25.44
2010-08-30,19.31,25.33
2010-08-31,19.35,25.22
2010-09-01,20.52,25.76
2010-09-02,20.54,25.98
2010-09-03,20.71,26.35
2010-09-07,20.51,26.13
2010-09-08,20.72,26.24
2010-09-09,21.04,26.31
2010-09-10,20.99,26.36
2010-09-13,21.52,26.73
2010-09-14,21.71,26.81
2010-09-15,21.7,26.72
2010-09-16,21.49,26.79
2010-09-17,21.41,26.66
2010-09-20,21.93,26.9
2010-09-21,21.83,26.83
2010-09-22,21.85,26.61
2010-09-23,21.62,26.42
2010-09-24,22.24,26.92
2010-09-27,22.27,26.78
2010-09-28,22.67,26.93
2010-09-29,22.42,27.01
2010-09-30,22.03,27.15
2010-10-01,22.28,27.45
2010-10-04,22.07,27.27
2010-10-05,22.61,27.84
2010-10-06,22.82,28.02
2010-10-07,22.76,27.67
2010-10-08,23.15,28.03
2010-10-11,23.02,28.12
2010-10-12,22.8,28.13
2010-10-13,22.97,28.52
2010-10-14,23.18,28.39
2010-10-15,23.13,28.2
2010-10-18,23.05,28.13
2010-10-19,22.2,27.53
2010-10-20,22.76,27.93
2010-10-21,22.49,27.76
2010-10-22,22.63,27.71
2010-10-25,23.17,28
2010-10-26,22.95,27.93
2010-10-27,22.5,27.59
2010-10-28,22.75,27.72
2010-10-29,22.76,28.04
2010-11-01,22.93,28.15
2010-11-02,23.47,28.34
2010-11-03,23.68,28.4
2010-11-04,24.53,29.05
2010-11-05,24.56,29.13
2010-11-08,24.31,29.27
2010-11-09,23.75,28.97
2010-11-10,23.86,29.18
2010-11-11,23.57,29.08
2010-11-12,23.08,28.51
2010-11-15,23.1,28.49
2010-11-16,22.61,27.77
2010-11-17,22.61,27.84
2010-11-18,23.11,28.36
2010-11-19,22.91,28.67
2010-11-22,22.88,28.67
2010-11-23,22,28.17
2010-11-24,22.61,28.74
2010-11-26,21.94,28.5
2010-11-29,22.21,28.56
2010-11-30,21.81,28.45
2010-12-01,22.46,29.16
2010-12-02,23.03,29.56
2010-12-03,23.34,29.62
2010-12-06,23.19,29.68
2010-12-07,23.23,29.53
2010-12-08,23.07,29.33
2010-12-09,23.3,29.39
2010-12-10,23.49,29.62
2010-12-13,23.79,29.77
2010-12-14,23.91,29.75
2010-12-15,23.43,29.69
2010-12-16,23.7,29.58
2010-12-17,23.58,29.5
2010-12-20,23.58,29.35
2010-12-21,23.85,29.66
2010-12-22,24,29.78
2010-12-23,24.11,29.94
2010-12-27,24.08,29.9
2010-12-28,24.15,30.11
2010-12-29,24.34,30.39
2010-12-30,24.33,30.37
2010-12-31,24.35,30.44
2011-01-03,24.5,30.69
2011-01-04,23.84,30.36
2011-01-05,23.67,30.42
2011-01-06,23.42,30.27
2011-01-07,23.33,30.29
2011-01-10,23.36,30.17
2011-01-11,23.32,30.62
2011-01-12,23.62,30.88
2011-01-13,23.79,30.68
2011-01-14,23.8,30.76
2011-01-18,24.01,30.93
2011-01-19,23.99,30.57
2011-01-20,23.57,30.29
2011-01-21,23.55,30.36
2011-01-24,23.94,30.44
2011-01-25,23.82,30.16
2011-01-26,24.01,30.68
2011-01-27,23.94,30.63
2011-01-28,23.48,30.45
2011-01-31,23.78,30.73
2011-02-01,24.28,31.36
2011-02-02,24.2,31.41
2011-02-03,24.54,31.65
2011-02-04,24.77,31.65
2011-02-07,24.86,31.63
2011-02-08,25.01,31.67
2011-02-09,24.88,31.45
2011-02-10,24.77,31.56
2011-02-11,24.7,31.66
2011-02-14,24.94,31.92
2011-02-15,24.68,31.91
2011-02-16,24.93,32.39
2011-02-17,25.22,32.55
2011-02-18,25.18,32.55
2011-02-22,24.23,32.04
2011-02-23,24.33,32.09
2011-02-24,24.44,32.05
2011-02-25,24.94,32.62
2011-02-28,25.02,33.11
2011-03-01,24.44,32.91
2011-03-02,24.75,33.07
2011-03-03,25.02,33.33
2011-03-04,24.86,33.42
2011-03-07,24.45,32.97
2011-03-08,24.64,32.84
2011-03-09,24.47,32.66
2011-03-10,23.59,31.79
2011-03-11,23.88,32.03
2011-03-14,23.62,31.89
2011-03-15,22.91,31.36
2011-03-16,22.36,31.07
2011-03-17,22.65,31.75
2011-03-18,23.31,31.92
2011-03-21,23.86,32.62
2011-03-22,23.86,32.59
2011-03-23,24.06,32.69
2011-03-24,24.57,32.75
2011-03-25,24.68,32.57
2011-03-28,24.66,32.32
2011-03-29,25.07,32.51
2011-03-30,25.45,32.98
2011-03-31,25.53,33.05
2011-04-01,25.84,33.37
2011-04-04,25.81,33.44
2011-04-05,25.78,33.64
2011-04-06,26.21,33.65
2011-04-07,26.19,33.41
2011-04-08,26.47,33.73
2011-04-11,26.53,33.2
2011-04-12,26,32.56
2011-04-13,26.21,32.61
2011-04-14,26.27,32.63
2011-04-15,26.14,32.55
2011-04-18,25.78,32.2
2011-04-19,25.82,32.55
2011-04-20,26.62,33.02
2011-04-21,26.95,33.28
2011-04-25,26.98,33.06
2011-04-26,27.13,33.16
2011-04-27,27.19,33.17
2011-04-28,27.26,33.15
2011-04-29,27.18,33.14
2011-05-02,26.84,33.25
2011-05-03,26.41,32.59
2011-05-04,25.73,32.2
2011-05-05,25.32,31.48
2011-05-06,25.79,31.72
2011-05-09,26.1,32.09
2011-05-10,26.24,32.23
2011-05-11,25.7,31.58
2011-05-12,25.54,31.48
2011-05-13,25.12,31.21
2011-05-16,25.11,31.2
2011-05-17,25.32,31.35
2011-05-18,25.56,31.84
2011-05-19,25.79,31.91
2011-05-20,25.53,31.78
2011-05-23,24.68,31.2
2011-05-24,24.86,31.53
2011-05-25,24.77,31.86
2011-05-26,25.21,31.99
2011-05-27,25.45,32.02
2011-05-31,25.63,32.34
2011-06-01,25.01,31.41
2011-06-02,24.98,31.38
2011-06-03,24.8,31.29
2011-06-06,24.69,30.76
2011-06-07,24.89,30.8
2011-06-08,24.42,30.52
2011-06-09,24.76,30.83
2011-06-10,24.24,30.28
2011-06-13,24.31,30.15
2011-06-14,24.97,30.71
2011-06-15,24.25,30.07
2011-06-16,24.02,29.74
2011-06-17,24.32,29.68
2011-06-20,24.14,29.77
2011-06-21,24.59,30.49
2011-06-22,24.39,30.43
2011-06-23,24.25,30.08
2011-06-24,23.99,29.65
2011-06-27,23.95,29.8
2011-06-28,24.44,30.32
2011-06-29,24.83,30.9
2011-06-30,25.4,31.32
2011-07-01,25.59,31.55
2011-07-05,25.16,31.64
2011-07-06,24.99,31.49
2011-07-07,25.43,31.68
2011-07-08,25.3,31.59
2011-07-11,24.57,30.92
2011-07-12,24.21,31.05
2011-07-13,24.68,31.48
2011-07-14,24.35,31.24
2011-07-15,24.2,31.61
2011-07-18,23.95,31.25
2011-07-19,24.54,31.75
2011-07-20,24.83,31.89
2011-07-21,25.25,32.24
2011-07-22,25.43,32.26
2011-07-25,25.09,32.22
2011-07-26,25.33,31.94
2011-07-27,25.03,31.05
2011-07-28,24.81,31.01
2011-07-29,24.56,30.59
2011-08-01,24.59,30.65
2011-08-02,23.83,29.89
2011-08-03,23.56,30.04
2011-08-04,21.85,28.58
2011-08-05,21.63,28.08
2011-08-08,19.84,26.53
2011-08-09,21.84,28.03
2011-08-10,20.78,27.58
2011-08-11,22.06,28.72
2011-08-12,22.19,28.67
2011-08-15,23.16,29.34
2011-08-16,22.67,28.91
2011-08-17,23.08,29.09
2011-08-18,21.96,27.88
2011-08-19,21.68,27.45
2011-08-22,21.71,27.55
2011-08-23,22.74,28.27
2011-08-24,22.63,28.41
2011-08-25,22.25,28.17
2011-08-26,22.82,28.35
2011-08-29,23.49,28.94
2011-08-30,23.47,29.2
2011-08-31,23.69,29.54
2011-09-01,23.44,29.5
2011-09-02,22.83,28.97
2011-09-06,22.29,28.62
2011-09-07,23.18,29.19
2011-09-08,22.67,28.99
2011-09-09,21.93,28.09
2011-09-12,21.59,27.64
2011-09-13,21.64,27.91
2011-09-14,21.44,27.97
2011-09-15,21.83,28.54
2011-09-16,22.01,28.33
2011-09-19,21.37,27.75
2011-09-20,21.24,27.73
2011-09-21,20.44,26.73
2011-09-22,19.28,25.29
2011-09-23,19.42,25.08
2011-09-26,19.95,25.68
2011-09-27,20.59,26.17
2011-09-28,20.02,25.41
2011-09-29,20.1,25.57
2011-09-30,19.41,25.14
2011-10-03,18.75,24.21
2011-10-04,19.19,24.01
2011-10-05,19.76,25.07
2011-10-06,20.65,25.84
2011-10-07,20.78,25.4
2011-10-10,21.77,26.43
2011-10-11,21.72,26.24
2011-10-12,22.12,26.85
2011-10-13,22.2,26.48
2011-10-14,22.67,27.16
2011-10-17,22.03,26.46
2011-10-18,22.37,26.9
2011-10-19,21.95,26.32
2011-10-20,21.89,26.39
2011-10-21,22.37,26.88
2011-10-24,23.11,27.49
2011-10-25,22.47,27
2011-10-26,22.8,27.51
2011-10-27,24.51,28.6
2011-10-28,24.22,28.64
2011-10-31,23.09,27.89
2011-11-01,22.21,26.97
2011-11-02,22.49,27.33
2011-11-03,22.97,28.04
2011-11-04,22.86,27.7
2011-11-07,23.02,27.89
2011-11-08,23.32,28.06
2011-11-09,22.11,26.94
2011-11-10,22.48,26.96
2011-11-11,23.15,27.53
2011-11-14,22.59,27.23
2011-11-15,22.64,27.07
2011-11-16,22.13,26.93
2011-11-17,21.65,26.21
2011-11-18,21.61,26.25
2011-11-21,20.92,25.64
2011-11-22,20.93,25.66
2011-11-23,20.17,24.91
2011-11-25,20.05,24.61
2011-11-28,20.98,25.39
2011-11-29,21.24,25.79
2011-11-30,22.61,27.11
2011-12-01,22.39,27.05
2011-12-02,22.66,26.84
2011-12-05,23.04,27.06
2011-12-06,22.75,27.07
2011-12-07,22.88,27.23
2011-12-08,22.11,26.4
2011-12-09,22.5,26.76
2011-12-12,21.79,26.2
2011-12-13,21.52,25.68
2011-12-14,21.22,25.08
2011-12-15,21.24,25.09
2011-12-16,21.24,25.41
2011-12-19,20.71,25.05
2011-12-20,21.46,25.62
2011-12-21,21.47,25.86
2011-12-22,21.67,26.28
2011-12-23,21.79,26.4
2011-12-27,21.75,26.31
2011-12-28,21.11,25.9
2011-12-29,21.45,26.19
2011-12-30,21.44,26.6
2012-01-03,22.08,27.4
2012-01-04,22.34,27.35
2012-01-05,22.05,27.18
2012-01-06,21.76,26.9
2012-01-09,21.83,26.98
2012-01-10,22.25,27.33
2012-01-11,22.38,27.2
2012-01-12,22.48,27.34
2012-01-13,22.3,27.13
2012-01-17,22.48,27.29
2012-01-18,22.88,27.63
2012-01-19,22.84,27.79
2012-01-20,22.94,27.75
2012-01-23,23.02,28.24
2012-01-24,22.84,27.86
2012-01-25,23.43,28.35
2012-01-26,23.5,28.19
2012-01-27,23.6,28.26
2012-01-30,23.37,28.07
2012-01-31,23.42,28.11
2012-02-01,23.66,28.36
2012-02-02,23.67,28.46
2012-02-03,24.02,28.78
2012-02-06,23.87,28.61
2012-02-07,23.86,28.5
2012-02-08,23.9,28.51
2012-02-09,23.88,28.44
2012-02-10,23.27,28
2012-02-13,23.65,28.14
2012-02-14,23.33,28.03
2012-02-15,23.26,28.09
2012-02-16,23.37,28.48
2012-02-17,23.19,28.38
2012-02-21,23.52,28.75
2012-02-22,23.48,28.87
2012-02-23,23.72,29
2012-02-24,23.76,28.9
2012-02-27,23.8,28.85
2012-02-28,23.81,29.1
2012-02-29,23.75,29.02
2012-03-01,23.9,29.32
2012-03-02,23.72,29.05
2012-03-05,23.51,28.63
2012-03-06,22.74,27.91
2012-03-07,22.87,27.99
2012-03-08,23.2,28.48
2012-03-09,23.15,28.59
2012-03-12,22.96,28.34
2012-03-13,23.45,28.79
2012-03-14,23.18,28.32
2012-03-15,23.48,28.53
2012-03-16,23.62,28.72
2012-03-19,23.73,28.76
2012-03-20,23.22,28.53
2012-03-21,23.11,28.55
2012-03-22,22.88,28.11
2012-03-23,23.2,28.37
2012-03-26,23.56,28.87
2012-03-27,23.35,28.63
2012-03-28,23.38,28.36
2012-03-29,23.39,28.3
2012-03-30,23.51,28.34
2012-04-02,23.63,28.8
2012-04-03,23.26,28.37
2012-04-04,22.98,27.87
2012-04-05,23.12,27.71
2012-04-09,22.93,27.46
