,date,open,high,low,close,volume
51,2019-07-18,50.06,50.53,49.99,50.47,527729.0
52,2019-07-19,50.49,50.67,49.66,49.72,575113.0
53,2019-07-22,49.99,50.85,49.97,50.85,644214.0
54,2019-07-23,51.13,51.26,50.87,51.25,505511.0
55,2019-07-24,50.92,51.33,50.84,51.21,437199.0
56,2019-07-25,51.22,51.35,50.73,50.80,402435.0
57,2019-07-26,50.90,51.47,50.83,50.98,501395.0
58,2019-07-29,51.15,51.69,51.14,51.46,636801.0
59,2019-07-30,51.24,51.58,50.88,51.24,840198.0
60,2019-07-31,53.10,54.33,51.85,52.28,2178140.0
61,2019-08-01,52.56,53.51,50.74,51.15,1755908.0
62,2019-08-02,50.35,50.66,49.48,50.06,1223744.0
63,2019-08-05,48.62,48.75,47.26,47.44,1502614.0
64,2019-08-06,48.17,48.60,47.62,48.35,1109768.0
65,2019-08-07,47.97,48.97,47.56,48.85,999724.0
66,2019-08-08,49.16,49.94,48.92,49.92,756583.0
67,2019-08-09,49.58,49.94,49.09,49.51,745092.0
68,2019-08-12,49.13,49.78,49.06,49.38,672365.0
69,2019-08-13,49.51,52.26,49.47,51.47,1501759.0
70,2019-08-14,50.06,50.85,49.90,49.94,1051375.0
71,2019-08-15,50.12,50.53,49.19,49.69,832966.0
72,2019-08-16,50.32,51.03,50.21,50.87,836504.0
73,2019-08-19,51.90,52.40,51.74,51.81,750266.0
74,2019-08-20,51.92,52.56,51.81,51.82,744946.0
75,2019-08-21,52.47,52.63,52.12,52.38,650860.0
76,2019-08-22,52.51,52.83,51.92,52.33,665876.0
77,2019-08-23,51.58,52.24,49.51,49.92,1396305.0
78,2019-08-26,50.72,51.03,50.51,50.87,786006.0
79,2019-08-27,51.21,51.37,50.13,50.29,659148.0
80,2019-08-28,50.29,50.67,50.08,50.63,469926.0
81,2019-08-29,51.40,51.56,50.90,51.49,637496.0
82,2019-08-30,51.77,51.84,51.04,51.42,562913.0
83,2019-09-03,50.85,50.99,50.31,50.67,611524.0
84,2019-09-04,51.33,51.60,51.07,51.53,507273.0
85,2019-09-05,52.21,52.71,52.10,52.53,667231.0
86,2019-09-06,52.71,52.82,52.35,52.53,546756.0
87,2019-09-09,52.92,53.31,51.99,52.76,738047.0
88,2019-09-10,52.67,53.40,52.15,53.38,869951.0
89,2019-09-11,53.71,55.09,53.63,55.08,1364872.0
90,2019-09-12,55.38,55.78,54.90,54.96,925486.0
91,2019-09-13,54.21,54.38,53.46,53.88,1176572.0
92,2019-09-16,53.63,54.22,53.59,54.17,598323.0
93,2019-09-17,54.16,54.40,53.97,54.37,509862.0
94,2019-09-18,54.47,54.90,54.06,54.88,773863.0
95,2019-09-19,54.72,55.12,54.28,54.43,671055.0
96,2019-09-20,54.53,54.83,53.57,53.63,1048576.0
97,2019-09-23,53.92,54.15,53.62,53.88,537435.0
98,2019-09-24,54.48,54.81,53.50,53.62,886091.0
99,2019-09-25,53.88,54.56,53.49,54.44,625534.0
100,2019-09-26,54.17,54.42,53.90,54.17,521777.0
101,2019-09-27,54.30,54.43,53.53,53.90,738564.0
102,2019-09-30,54.42,55.32,54.38,55.17,757371.0
103,2019-10-01,55.46,56.22,55.22,55.33,1058545.0
104,2019-10-02,54.96,55.08,53.69,53.94,1028774.0
105,2019-10-03,53.83,54.43,52.99,54.40,862534.0
106,2019-10-04,55.60,56.04,55.15,55.92,1049574.0
107,2019-10-07,55.74,56.64,55.63,55.93,972203.0
108,2019-10-08,55.63,56.18,55.26,55.28,816091.0
109,2019-10-09,55.92,56.11,55.58,55.92,567328.0
110,2019-10-10,56.14,56.76,55.99,56.68,882437.0
111,2019-10-11,57.38,58.54,57.22,58.19,1322348.0
112,2019-10-14,57.91,58.66,57.81,58.10,737100.0
113,2019-10-15,58.22,58.54,57.86,57.97,629042.0
114,2019-10-16,57.48,57.94,57.44,57.73,542834.0
115,2019-10-17,57.91,58.17,57.53,57.96,499019.0
116,2019-10-18,57.73,58.53,57.72,58.24,683781.0
117,2019-10-21,58.54,59.37,58.46,59.24,633165.0
118,2019-10-22,59.40,59.66,59.03,59.11,643069.0
119,2019-10-23,59.64,59.92,59.42,59.90,595640.0
120,2019-10-24,60.24,60.30,59.56,60.00,531646.0
121,2019-10-25,59.91,60.78,59.83,60.74,545074.0
122,2019-10-28,60.97,61.40,60.78,61.35,711161.0
123,2019-10-29,61.34,61.52,59.75,59.93,1117596.0
124,2019-10-30,60.26,60.42,59.42,59.92,844647.0
125,2019-10-31,60.88,61.38,58.44,61.28,1001346.0
126,2019-11-01,61.47,63.04,61.38,63.01,1186843.0
127,2019-11-04,63.40,63.51,62.91,63.43,798942.0
128,2019-11-05,63.31,63.60,63.14,63.34,564994.0
129,2019-11-06,63.28,63.43,62.90,63.37,506480.0
130,2019-11-07,63.92,64.32,63.77,64.10,728811.0
131,2019-11-08,63.91,64.35,63.46,64.28,511739.0
132,2019-11-11,63.83,64.85,63.81,64.78,584345.0
133,2019-11-12,64.64,64.93,64.46,64.72,650761.0
134,2019-11-13,64.51,65.42,64.50,65.35,814449.0
135,2019-11-14,65.20,65.44,64.75,64.89,668812.0
136,2019-11-15,65.15,65.67,64.98,65.66,767376.0
137,2019-11-18,65.67,66.07,65.29,65.99,595438.0
138,2019-11-19,66.19,66.21,65.57,65.79,496226.0
139,2019-11-20,65.60,65.75,64.33,65.03,729928.0
140,2019-11-21,65.22,65.23,64.53,64.74,557940.0
141,2019-11-22,64.87,65.03,64.44,64.68,486654.0
142,2019-11-25,64.89,65.83,64.86,65.81,468214.0
143,2019-11-26,65.95,66.00,65.14,65.30,496711.0
144,2019-11-27,65.63,66.21,65.55,66.18,459876.0
145,2019-11-29,65.87,66.21,65.69,66.03,309664.0
146,2019-12-02,66.11,66.28,65.09,65.26,627204.0
147,2019-12-03,63.82,64.12,63.32,64.10,874438.0
148,2019-12-04,64.50,65.06,64.40,64.67,483194.0
149,2019-12-05,65.18,65.69,64.92,65.61,523878.0
150,2019-12-06,66.10,66.96,66.04,66.89,781467.0
151,2019-12-09,66.72,66.90,65.45,65.95,969403.0
152,2019-12-10,66.36,66.72,65.68,66.33,700836.0
153,2019-12-11,66.41,66.98,66.34,66.90,585778.0
154,2019-12-12,66.17,67.34,66.04,67.07,1077982.0
155,2019-12-13,67.07,68.02,66.94,67.98,1032621.0
156,2019-12-16,68.44,69.38,68.43,69.14,848231.0
157,2019-12-17,69.13,69.61,69.00,69.28,744089.0
158,2019-12-18,69.13,69.65,68.96,69.11,735082.0
159,2019-12-19,69.06,69.47,68.92,69.18,596790.0
160,2019-12-20,69.73,69.83,68.82,69.04,985390.0
161,2019-12-23,69.34,70.23,69.27,70.17,626780.0
162,2019-12-24,70.29,70.39,69.90,70.24,318183.0
163,2019-12-26,70.37,71.64,70.34,71.63,706943.0
164,2019-12-27,71.94,72.63,71.18,71.60,1139940.0
165,2019-12-30,71.52,72.32,70.47,72.03,1140644.0
166,2019-12-31,71.63,72.56,71.53,72.55,741234.0
167,2020-01-02,73.19,74.27,72.93,74.21,1042160.0
168,2020-01-03,73.41,74.26,73.25,73.49,1087913.0
169,2020-01-06,72.58,74.11,72.33,74.07,918822.0
170,2020-01-07,74.10,74.35,73.50,73.72,790019.0
171,2020-01-08,73.42,75.22,73.42,74.91,1008324.0
172,2020-01-09,75.91,76.70,75.65,76.50,1361584.0
173,2020-01-10,76.75,77.25,76.16,76.68,1131287.0
174,2020-01-13,77.01,78.34,76.88,78.31,951303.0
175,2020-01-14,78.25,78.46,77.13,77.25,1247553.0
176,2020-01-15,77.04,77.95,76.48,76.93,946447.0
177,2020-01-16,77.49,78.00,77.11,77.89,776972.0
178,2020-01-17,78.13,78.75,77.82,78.75,964589.0
179,2020-01-21,78.32,78.82,78.07,78.21,738970.0
180,2020-01-22,78.73,79.06,78.40,78.50,767294.0
181,2020-01-23,78.53,78.96,77.99,78.87,663511.0
182,2020-01-24,79.11,79.89,78.44,78.64,1147293.0
183,2020-01-27,76.61,77.03,75.32,76.33,1163698.0
184,2020-01-28,77.18,78.67,77.14,78.49,1028069.0
185,2020-01-29,80.18,81.00,79.40,80.14,1712885.0
186,2020-01-30,79.19,80.07,78.75,80.02,948179.0
187,2020-01-31,79.29,79.72,76.17,76.47,1500544.0
188,2020-02-03,75.18,77.46,74.67,76.26,1342102.0
189,2020-02-04,77.94,78.97,77.49,78.78,987104.0
190,2020-02-05,79.93,80.24,78.81,79.42,896756.0
191,2020-02-06,79.67,80.35,79.12,80.35,723632.0
192,2020-02-07,79.83,80.09,78.75,79.25,894218.0
193,2020-02-10,77.81,79.64,77.72,79.64,780931.0
194,2020-02-11,80.10,80.21,78.93,79.15,707183.0
195,2020-02-12,79.64,81.04,79.61,81.04,783592.0
196,2020-02-13,80.31,80.79,80.08,80.46,692431.0
197,2020-02-14,80.42,80.73,79.96,80.47,579037.0
198,2020-02-18,78.10,79.19,77.92,79.00,1066058.0
199,2020-02-19,79.25,80.38,79.25,80.14,616652.0
200,2020-02-20,79.90,80.40,78.81,79.32,740640.0
201,2020-02-21,78.84,79.36,76.89,77.53,937061.0
202,2020-02-24,73.57,75.33,71.63,73.85,1545238.0
203,2020-02-25,74.54,74.93,70.86,71.35,1680100.0
204,2020-02-26,71.00,73.77,70.96,72.47,1500341.0
205,2020-02-27,69.61,70.83,67.60,67.74,2348466.0
206,2020-02-28,63.72,68.95,63.49,67.70,3062356.0
207,2020-03-02,69.91,74.65,68.78,74.00,2560140.0
208,2020-03-03,75.21,75.29,70.78,71.65,2403327.0
209,2020-03-04,73.42,75.14,72.60,74.97,1650690.0
210,2020-03-05,73.18,74.18,72.17,72.54,1399027.0
211,2020-03-06,69.82,72.03,69.65,71.58,1675045.0
212,2020-03-09,65.28,68.87,65.14,65.92,2124660.0
213,2020-03-10,68.64,70.94,66.71,70.67,2116583.0
214,2020-03-11,68.69,69.64,67.33,68.21,1934923.0
215,2020-03-12,63.40,66.86,61.42,61.47,3099186.0
216,2020-03-13,65.60,69.32,62.65,68.84,2678656.0
217,2020-03-16,59.90,64.17,59.44,59.99,2349275.0
218,2020-03-17,61.29,63.80,59.04,62.62,2453813.0
219,2020-03-18,59.38,61.92,58.72,61.09,2199067.0
220,2020-03-19,61.28,62.62,60.08,60.62,2017778.0
221,2020-03-20,61.22,62.37,56.47,56.78,2596908.0
222,2020-03-23,56.49,56.59,52.65,55.56,2470693.0
223,2020-03-24,58.64,61.34,58.03,61.14,2122638.0
224,2020-03-25,62.13,63.96,60.50,60.81,2209666.0
225,2020-03-26,61.06,64.07,61.01,64.00,1779831.0
226,2020-03-27,62.60,63.37,61.19,61.35,1500940.0
227,2020-03-30,62.04,63.28,61.76,63.10,1256303.0
228,2020-03-31,63.31,65.00,62.41,62.97,1375162.0
229,2020-04-01,61.06,61.60,59.22,59.67,1278471.0
230,2020-04-02,59.49,60.72,58.67,60.66,1282482.0
231,2020-04-03,60.15,60.85,59.18,59.78,971363.0
232,2020-04-06,62.13,65.16,61.76,65.00,1406209.0
233,2020-04-07,67.07,67.29,64.14,64.25,1559626.0
234,2020-04-08,65.07,66.21,64.69,65.89,1172547.0
235,2020-04-09,66.67,66.89,65.56,66.37,1226056.0
236,2020-04-13,66.45,67.79,65.83,67.67,980789.0
237,2020-04-14,69.35,71.39,68.86,71.09,1414000.0
238,2020-04-15,69.93,70.91,69.50,70.44,910019.0
239,2020-04-16,71.15,71.38,69.93,71.00,1143939.0
240,2020-04-17,70.53,71.07,68.57,70.04,1533858.0
241,2020-04-20,68.79,69.76,68.57,68.58,925099.0
242,2020-04-21,68.42,68.67,65.74,66.46,1253348.0
243,2020-04-22,67.74,68.82,67.41,68.38,841656.0
244,2020-04-23,68.32,69.78,68.08,68.11,897691.0
245,2020-04-24,68.67,70.09,68.60,70.08,942000.0
246,2020-04-27,69.79,70.47,69.33,70.13,866126.0
247,2020-04-28,70.58,70.79,68.90,68.99,802943.0
248,2020-04-29,70.56,71.74,70.31,71.26,925619.0
249,2020-04-30,71.82,72.94,71.41,72.76,1110555.0
250,2020-05-01,70.89,74.05,70.79,71.59,1880906.0
251,2020-05-04,71.61,72.74,70.90,72.61,1026596.0
252,2020-05-05,73.07,74.54,72.93,73.69,1141462.0
253,2020-05-06,74.46,75.10,74.01,74.46,1110909.0
254,2020-05-07,75.07,75.58,74.79,75.22,872539.0
255,2020-05-08,75.90,77.07,75.57,77.01,999601.0
256,2020-05-11,76.51,78.73,76.29,78.22,1121557.0
257,2020-05-12,78.95,79.39,77.21,77.33,1195137.0
258,2020-05-13,77.50,78.46,75.29,76.40,1569216.0
259,2020-05-14,75.65,76.93,74.88,76.86,1232422.0
260,2020-05-15,74.58,76.46,74.55,76.42,1258666.0
261,2020-05-18,77.76,78.60,77.06,78.21,985648.0
262,2020-05-19,78.23,79.10,77.73,77.76,782281.0
263,2020-05-20,78.64,79.35,78.52,79.28,840570.0
264,2020-05-21,79.13,79.68,78.44,78.68,768761.0
265,2020-05-22,78.41,79.28,78.31,79.19,630764.0
266,2020-05-26,80.32,80.51,78.60,78.65,922519.0
267,2020-05-27,78.46,79.14,77.75,79.00,766762.0
268,2020-05-28,78.64,80.32,78.38,79.03,965768.0
269,2020-05-29,79.32,79.75,78.59,78.96,968537.0
270,2020-06-01,78.92,80.05,78.77,79.93,601143.0
271,2020-06-02,79.64,80.32,79.20,80.29,627984.0
272,2020-06-03,80.62,81.00,80.04,80.74,748812.0
273,2020-06-04,80.61,80.86,79.66,80.04,620033.0
274,2020-06-05,80.31,82.38,80.26,82.32,965658.0
275,2020-06-08,82.01,82.84,81.28,82.81,661572.0
276,2020-06-09,82.47,85.82,82.44,85.42,1069206.0
277,2020-06-10,86.39,88.10,85.94,87.62,1278007.0
278,2020-06-11,86.74,87.18,83.31,83.42,1430100.0
279,2020-06-12,85.61,86.37,83.00,84.14,1501810.0
280,2020-06-15,82.73,85.84,82.59,85.18,1021069.0
281,2020-06-16,87.26,87.71,85.61,87.43,1200133.0
282,2020-06-17,88.19,88.25,87.18,87.31,825911.0
283,2020-06-18,87.29,87.77,86.72,87.35,677632.0
284,2020-06-19,88.04,88.54,85.71,86.85,1499799.0
285,2020-06-22,87.26,89.26,87.20,89.11,1008981.0
286,2020-06-23,90.38,92.47,89.96,91.02,1643135.0
287,2020-06-24,90.65,91.58,89.03,89.42,1467575.0
288,2020-06-25,89.58,90.64,88.79,90.60,1041890.0
289,2020-06-26,90.50,90.72,87.67,87.82,1320195.0
290,2020-06-29,87.74,89.94,87.23,89.84,942607.0
291,2020-06-30,89.42,90.89,89.40,90.59,921792.0
292,2020-07-01,90.64,91.22,90.37,90.42,811126.0
293,2020-07-02,91.33,92.00,90.30,90.42,808352.0
294,2020-07-06,91.88,93.32,91.85,92.83,831416.0
295,2020-07-07,93.24,94.02,92.43,92.55,777912.0
296,2020-07-08,93.56,94.74,93.46,94.71,825485.0
297,2020-07-09,95.62,95.68,94.04,95.04,909511.0
298,2020-07-10,94.59,95.34,94.07,95.28,628205.0
299,2020-07-13,96.62,99.29,94.62,94.84,1385954.0
300,2020-07-14,94.19,96.61,93.25,96.41,1171127.0
301,2020-07-15,98.33,98.58,95.85,97.07,1131077.0
302,2020-07-16,95.89,96.75,95.26,95.88,786515.0
303,2020-07-17,96.25,96.50,95.20,95.68,632955.0
304,2020-07-20,95.75,97.84,95.42,97.70,621804.0
305,2020-07-21,98.51,98.58,96.10,96.35,725787.0
306,2020-07-22,96.02,97.32,95.96,96.62,591475.0
307,2020-07-23,96.35,96.43,91.39,92.22,1349141.0
308,2020-07-24,90.34,92.35,88.57,92.00,1351075.0
309,2020-07-27,93.09,94.27,92.86,94.18,855986.0
310,2020-07-28,93.64,93.92,92.62,92.63,647837.0
311,2020-07-29,93.12,94.60,93.08,94.40,641162.0
312,2020-07-30,93.56,95.65,93.14,95.54,903952.0
313,2020-07-31,102.18,105.71,100.15,105.55,2693797.0
314,2020-08-03,107.58,110.89,107.17,108.21,2291900.0
315,2020-08-04,108.39,110.05,107.66,108.93,1295876.0
316,2020-08-05,108.67,109.65,108.17,109.32,859876.0
317,2020-08-06,109.66,113.65,109.06,113.14,1520426.0
318,2020-08-07,112.64,113.12,109.75,110.57,1384489.0
319,2020-08-10,112.01,113.21,109.46,112.18,1604793.0
320,2020-08-11,111.38,111.93,108.57,108.84,1182393.0
321,2020-08-12,109.89,112.72,109.75,112.46,1217430.0
322,2020-08-13,113.88,115.47,113.37,114.44,1550069.0
323,2020-08-14,114.18,114.43,112.49,114.35,1212603.0
324,2020-08-17,115.47,115.52,113.40,114.04,792389.0
325,2020-08-18,113.79,115.43,113.45,115.00,742227.0
326,2020-08-19,115.42,116.59,115.04,115.14,1040312.0
327,2020-08-20,115.19,117.81,115.17,117.69,891424.0
328,2020-08-21,118.65,124.26,118.65,123.76,2527711.0
329,2020-08-24,128.07,128.15,123.32,125.24,2446852.0
330,2020-08-25,124.08,124.57,122.45,124.21,1553469.0
331,2020-08-26,125.57,126.37,124.47,125.90,1130781.0
332,2020-08-27,126.50,126.86,123.22,124.39,1069327.0
333,2020-08-28,125.40,125.82,123.96,124.19,1156438.0
334,2020-08-31,126.99,130.36,125.38,128.40,1629392.0
335,2020-09-01,132.14,134.14,129.89,133.52,1164862.0
336,2020-09-02,136.93,137.29,126.38,130.76,1538317.0
337,2020-09-03,126.32,128.21,119.91,120.29,1882206.0
338,2020-09-04,119.55,123.10,110.35,120.36,2589920.0
339,2020-09-08,113.72,118.40,112.13,112.26,1777781.0
340,2020-09-09,116.75,118.56,114.69,116.75,1339297.0
341,2020-09-10,119.85,119.91,111.95,112.93,1449819.0
342,2020-09-11,114.05,114.67,109.46,111.45,1465577.0
343,2020-09-14,114.16,115.36,112.25,114.79,1078342.0
344,2020-09-15,117.81,118.25,113.06,114.97,1494358.0
345,2020-09-16,114.61,115.43,111.49,111.58,1191098.0
346,2020-09-17,109.19,111.65,108.18,109.80,1387581.0
347,2020-09-18,109.84,110.33,105.57,106.32,1821314.0
348,2020-09-21,104.01,109.65,102.60,109.54,1587937.0
349,2020-09-22,112.13,112.31,108.62,111.26,1519398.0
350,2020-09-23,111.08,111.56,106.25,106.60,1171183.0
351,2020-09-24,104.68,109.71,104.49,107.69,1381624.0
352,2020-09-25,107.98,111.89,107.14,111.73,1231927.0
353,2020-09-28,114.35,114.75,112.22,114.39,1118265.0
354,2020-09-29,113.95,114.75,113.01,113.53,834379.0
355,2020-09-30,113.07,116.68,113.07,115.24,1117890.0
356,2020-10-01,117.12,117.14,115.26,116.21,919626.0
357,2020-10-02,112.29,114.81,111.67,112.46,1155518.0
358,2020-10-05,113.36,116.08,113.00,115.93,842286.0
359,2020-10-06,115.11,115.55,111.70,112.61,1320675.0
360,2020-10-07,114.09,114.99,113.57,114.51,783055.0
361,2020-10-08,115.68,115.83,114.03,114.40,689080.0
362,2020-10-09,114.67,116.43,114.36,116.39,811404.0
363,2020-10-12,119.47,124.57,118.69,123.79,1955987.0
364,2020-10-13,124.69,124.78,119.07,120.50,2196919.0
365,2020-10-14,120.39,122.43,119.04,120.60,1284940.0
366,2020-10-15,118.20,120.61,117.57,120.12,926456.0
367,2020-10-16,120.65,120.96,118.23,118.43,917422.0
368,2020-10-19,119.37,119.83,115.10,115.41,1001106.0
369,2020-10-20,115.64,118.39,115.07,116.93,1037159.0
370,2020-10-21,116.02,118.13,115.88,116.29,735832.0
371,2020-10-22,116.86,117.46,114.26,115.18,853129.0
372,2020-10-23,115.79,115.98,113.72,114.47,679614.0
373,2020-10-26,113.47,115.98,112.32,114.49,903440.0
374,2020-10-27,114.93,116.71,113.97,116.03,760050.0
375,2020-10-28,114.47,114.86,110.56,110.65,1069633.0
376,2020-10-29,111.81,116.36,111.65,114.75,1022078.0
377,2020-10-30,110.50,111.44,107.19,108.32,1487179.0
378,2020-11-02,108.61,110.14,106.79,108.24,1002101.0
379,2020-11-03,109.12,110.94,108.19,109.90,891848.0
380,2020-11-04,113.53,115.03,111.80,114.39,1101039.0
381,2020-11-05,117.35,119.04,116.29,118.44,1005815.0
382,2020-11-06,117.93,118.82,115.76,118.31,837424.0
383,2020-11-09,120.11,121.60,115.68,115.95,1160016.0
384,2020-11-10,115.19,117.21,113.76,115.60,1079265.0
385,2020-11-11,116.82,119.25,116.07,119.11,831013.0
386,2020-11-12,119.33,120.14,118.19,118.83,872069.0
387,2020-11-13,119.07,119.30,117.50,118.88,645062.0
388,2020-11-16,118.50,120.61,117.76,119.92,694385.0
389,2020-11-17,119.15,120.29,118.58,119.01,575941.0
390,2020-11-18,118.23,119.44,117.62,117.65,572897.0
391,2020-11-19,117.29,118.68,116.44,118.26,579058.0
392,2020-11-20,118.26,118.39,116.92,116.96,558826.0
393,2020-11-23,116.82,117.25,113.39,113.49,1014171.0
394,2020-11-24,113.54,115.48,112.23,114.81,910876.0
395,2020-11-25,115.17,116.38,114.81,115.66,610314.0
396,2020-11-27,116.20,117.11,115.85,116.22,381739.0
397,2020-11-30,116.57,120.58,116.44,118.67,1141610.0
398,2020-12-01,120.64,123.07,119.63,122.33,999805.0
399,2020-12-02,121.64,122.97,120.50,122.69,671595.0
400,2020-12-03,123.12,123.39,121.82,122.55,602816.0
401,2020-12-04,122.16,122.48,121.14,121.86,568473.0
402,2020-12-07,121.99,124.18,121.83,123.36,648764.0
403,2020-12-08,123.97,124.58,122.70,123.99,622109.0
404,2020-12-09,124.11,125.55,120.61,121.39,864846.0
405,2020-12-10,120.10,123.47,119.76,122.85,621504.0
406,2020-12-11,122.10,122.37,120.17,122.02,646562.0
407,2020-12-14,122.19,122.96,121.15,121.39,526441.0
408,2020-12-15,124.03,127.50,123.74,127.47,1207939.0
409,2020-12-16,126.97,127.96,126.15,127.40,728583.0
410,2020-12-17,128.50,129.16,127.63,128.29,650842.0
411,2020-12-18,128.52,128.69,125.72,126.25,951375.0
412,2020-12-21,124.64,127.90,123.04,127.82,873991.0
413,2020-12-22,131.17,133.98,129.24,131.46,1390184.0
414,2020-12-23,131.72,132.01,130.37,130.54,655247.0
415,2020-12-24,130.91,133.04,130.68,131.55,458572.0
416,2020-12-28,133.57,136.90,133.09,136.26,1010453.0
417,2020-12-29,137.63,138.35,133.91,134.44,1003502.0
418,2020-12-30,135.11,135.55,132.98,133.29,769924.0
419,2020-12-31,133.62,134.31,131.30,132.26,748429.0
420,2021-01-04,133.10,133.20,126.39,129.00,1006555.0
421,2021-01-05,128.47,131.32,128.02,130.60,722584.0
422,2021-01-06,127.32,130.63,125.97,126.19,1215915.0
423,2021-01-07,127.99,131.21,127.46,130.51,843085.0
424,2021-01-08,132.01,132.21,129.82,131.63,814048.0
425,2021-01-11,128.75,129.76,128.09,128.57,729223.0
426,2021-01-12,128.11,129.27,126.46,128.39,719255.0
427,2021-01-13,128.28,131.03,128.08,130.48,691943.0
428,2021-01-14,130.38,130.59,128.35,128.50,667261.0
429,2021-01-15,128.27,129.82,126.60,126.74,770162.0
430,2021-01-19,127.32,128.30,126.53,127.43,609678.0
431,2021-01-20,128.18,132.07,128.14,131.61,768749.0
432,2021-01-21,133.41,139.23,133.16,136.43,916987.0
433,2021-01-22,135.87,139.40,134.59,138.62,895298.0
434,2021-01-25,142.57,144.63,136.10,142.46,1197548.0
435,2021-01-26,143.15,143.84,140.92,142.71,750278.0
436,2021-01-27,142.96,143.84,139.96,141.61,948634.0
437,2021-01-28,139.02,141.54,136.26,136.65,1075547.0
438,2021-01-29,135.46,136.30,129.79,131.54,1338918.0
439,2021-02-01,133.26,134.95,130.59,133.71,830256.0
440,2021-02-02,135.19,135.88,134.18,134.56,601372.0
441,2021-02-03,135.09,135.34,133.18,133.51,609812.0
442,2021-02-04,135.91,136.96,134.15,136.95,609339.0
443,2021-02-05,137.09,137.18,135.63,136.53,567334.0
444,2021-02-08,135.75,136.73,134.70,136.68,528773.0
445,2021-02-09,136.48,137.65,135.62,135.78,512146.0
446,2021-02-10,136.24,136.76,134.17,135.16,513834.0
447,2021-02-11,135.69,136.16,133.54,134.90,477511.0
448,2021-02-12,134.05,135.30,133.46,135.14,454725.0
449,2021-02-16,135.24,135.78,132.57,132.96,595741.0
450,2021-02-17,131.01,131.99,129.25,130.62,737589.0
451,2021-02-18,129.02,129.78,127.21,129.49,729283.0
452,2021-02-19,129.97,130.49,128.58,129.65,652742.0
453,2021-02-22,127.83,129.50,125.39,125.79,784466.0
454,2021-02-23,123.55,126.50,118.19,125.64,1228635.0
455,2021-02-24,124.74,125.35,122.03,125.14,862868.0
456,2021-02-25,124.43,126.25,120.33,120.79,1126550.0
457,2021-02-26,122.38,124.64,121.04,121.06,1130315.0
458,2021-03-01,123.56,127.71,122.58,127.57,873562.0
