,date,open,high,low,close,volume
457,2021-03-05,625.86,627.85,539.49,597.95,534803.0
458,2021-03-08,600.87,620.13,558.79,563.00,312952.0
459,2021-03-09,608.18,678.09,595.21,673.58,393317.0
460,2021-03-10,700.25,717.85,655.82,668.06,359552.0
461,2021-03-11,699.40,702.50,677.18,699.60,205834.0
462,2021-03-12,670.06,694.88,666.13,693.73,190715.0
463,2021-03-15,694.09,713.18,684.04,707.94,175048.0
464,2021-03-16,703.29,707.92,671.00,676.88,189892.0
465,2021-03-17,655.53,703.73,651.01,701.81,239841.0
466,2021-03-18,684.51,689.23,652.00,653.16,187689.0
467,2021-03-19,645.98,657.23,624.62,654.87,233017.0
468,2021-03-22,684.59,699.62,668.75,670.00,230832.0
469,2021-03-23,676.29,677.80,657.51,662.16,167524.0
470,2021-03-24,667.91,668.02,630.11,630.27,203215.0
471,2021-03-25,612.99,645.50,609.50,640.39,238423.0
472,2021-03-26,641.87,643.82,600.00,618.71,186412.0
473,2021-03-29,615.41,616.19,596.02,611.29,155147.0
474,2021-03-30,601.92,637.66,591.01,635.62,249118.0
475,2021-03-31,646.25,672.00,641.11,667.93,201733.0
476,2021-04-01,688.20,692.43,659.42,661.75,216953.0
477,2021-04-05,707.71,708.16,684.70,691.05,256200.0
478,2021-04-06,690.30,696.55,681.37,691.62,184624.0
479,2021-04-07,687.00,691.38,667.84,670.97,170240.0
480,2021-04-08,677.38,689.55,671.64,683.80,147713.0
481,2021-04-09,677.86,680.97,669.43,677.02,125785.0
482,2021-04-12,685.70,704.80,682.09,701.98,169127.0
483,2021-04-13,712.69,763.00,710.66,762.32,276587.0
484,2021-04-14,770.70,780.79,728.03,732.23,293073.0
485,2021-04-15,743.45,743.69,721.31,738.85,169088.0
486,2021-04-16,729.33,749.41,724.60,739.78,169090.0
487,2021-04-19,719.64,725.40,691.80,714.63,239738.0
488,2021-04-20,717.42,737.25,710.68,718.99,230193.0
489,2021-04-21,704.57,744.84,698.00,744.12,180767.0
490,2021-04-22,741.45,753.77,718.04,719.69,220667.0
491,2021-04-23,719.75,737.36,715.46,729.40,163794.0
492,2021-04-26,741.00,749.30,732.60,738.20,159889.0
493,2021-04-27,717.96,724.00,703.35,704.74,173643.0
494,2021-04-28,696.45,708.50,693.60,694.40,129140.0
495,2021-04-29,699.51,702.25,668.60,677.00,172078.0
496,2021-04-30,667.59,715.47,666.14,709.44,244803.0
497,2021-05-03,703.80,706.00,680.50,684.90,166148.0
498,2021-05-04,678.80,683.45,657.70,673.60,175573.0
499,2021-05-05,681.52,685.30,667.34,670.94,133354.0
500,2021-05-06,681.03,681.03,650.00,663.54,172841.0
501,2021-05-07,665.70,683.52,660.22,672.37,140246.0
502,2021-05-10,664.90,665.05,627.61,629.04,186748.0
503,2021-05-11,599.19,627.10,595.60,617.20,275063.0
504,2021-05-12,602.50,620.41,586.76,589.89,202227.0
505,2021-05-13,602.10,606.46,560.00,571.69,264429.0
506,2021-05-14,583.40,592.87,570.46,589.74,206009.0
507,2021-05-17,575.81,589.73,561.20,576.83,202253.0
508,2021-05-18,568.00,596.25,563.38,577.87,242404.0
509,2021-05-19,552.39,566.21,546.98,563.46,243287.0
510,2021-05-20,574.99,588.85,571.07,586.78,202580.0
