,0,1,2,3,4,5
0,-0.11018686135588655,1.5010093790724948,0.8927742172254589,-2.4982541404982195,-3.7146196048341116,49.509277010390264
1,0.2202669555548317,1.8811184571889297,0.9291286489936937,-2.539301421513779,-3.664046840889739,49.46283420066606
2,0.519681932919683,2.1670504579634944,0.9149100473906626,-2.5592995397015246,-3.6098877359365527,49.41754483736424
3,0.37753075185922497,2.1645817708367363,0.8445621870112595,-2.5579777222229323,-3.552110167960185,49.37341318047589
4,0.4543635894345462,1.8993842840515098,0.7221275446945183,-2.5354936389458107,-3.4908252692267507,49.330443489991985
5,-0.6097268002631857,1.611642997745625,0.5577842770913641,-2.4921691864217177,-3.4261713140557433,49.28864002590365
6,0.5255425115671973,1.4400693525553059,0.36309968848581686,-2.428430366816577,-3.3582882339936195,49.24800704820188
7,0.015167852319357926,1.107922851009798,0.15044111883587383,-2.3447636151616513,-3.287317023881124,49.208548816877745
8,-0.2381367482543977,0.6813215452329802,-0.06837172636932583,-2.241683983972661,-3.2133986785588653,49.17026959192227
9,0.08989854110157487,0.23509980182414145,-0.28176133854350904,-2.1197364448411995,-3.1366741928675053,49.1331736333265
10,-0.18144104815290402,-0.16090453404274646,-0.47810435793334843,-1.9795306993047082,-3.057284561647775,49.097265201081484
11,-0.05938408069960993,-0.5303398210520647,-0.6454299308520978,-1.8220239428341833,-2.975370779740324,49.06254855517828
12,0.47005354015430456,-0.9280670792628021,-0.7711726452231379,-1.6487679292904942,-2.891073841985788,49.029027955607916
13,-0.060546088973335695,-1.357545328658969,-0.8423628690022952,-1.461718632501956,-2.804534743224938,48.996707662361494
14,-0.5790363524320087,-1.5203703929010584,-0.8471634685349332,-1.2631272432636353,-2.715894478298308,48.96559193542994
15,0.23860556689681275,-1.1309877721118,-0.7824432379556255,-1.0555655495871317,-2.625294042046642,48.935685034804386
16,0.3787688232791269,-0.46151893388338255,-0.6594933873206904,-0.841873293240285,-2.532874429310637,48.90699122047587
17,-0.12836380280033713,0.26543669155378163,-0.49286399762555255,-0.6249470086323738,-2.4387766349309623,48.87951475243544
18,0.12664631572207438,0.7280238273903072,-0.2971041535107364,-0.40768422652753566,-2.3431416537482264,48.85325989067411
19,0.06339470973078158,0.894229405595923,-0.08676205221667867,-0.19298247768979956,-2.2461104806031535,48.82823089518293
20,0.2248057469511001,0.789606232150613,0.12271939816496788,0.01626070711676476,-2.1478241103364337,48.80443202595299
21,-0.04260585149780845,0.4303411780615099,0.3116728711217324,0.2171477971279652,-2.0484235377886817,48.781867542975284
22,0.14238487950850198,-0.1682432586796528,0.4565851691510649,0.4067812615797932,-1.9480497578006146,48.76054170624091
23,-0.2081573084834351,-0.5010461160127428,0.5333142065722951,0.5822742073959281,-1.8468437652128682,48.74045877574082
24,-0.2748828840005394,-0.3928457339444283,0.5300742826295368,0.7409778787154467,-1.7449465548661802,48.721623011466164
25,0.29106287561786187,0.004843852769867221,0.4612134273343222,0.881340292471174,-1.6424991216011862,48.704038673407965
26,-0.17421222706490597,0.23521556927589984,0.3476469873882446,1.003282109102049,-1.5396424602584329,48.68771002155715
27,0.10400608378495754,0.28300834680007475,0.20952914817481086,1.107332671014069,-1.4365175656788147,48.6726413159049
28,0.03171131411131414,0.16096414088356606,0.06737248828234212,1.1943805821185824,-1.3332653418380473,48.658836816442246
29,0.21921873140978818,-0.11259317710263082,-0.05858551937117394,1.2656852666757936,-1.2300260847719968,48.64630078316022
30,-0.41589449948472823,-0.2766951625342594,-0.14831591193306826,1.3228069919328682,-1.126938894030653,48.635037476049845
31,0.47301336505439384,-0.22382855333424287,-0.18775289062415698,1.3676591000711842,-1.024142176269319,48.62505115510214
32,0.18180640796964645,-0.08646797906083221,-0.18231427121325433,1.40240422196245,-0.9217744599661957,48.616346080308176
33,-0.4855361788793561,-0.015416612455276708,-0.14745264166131195,1.4294532573168197,-0.8199743359798825,48.60892651165901
34,0.010627804194426889,0.2181739238442,-0.10414443122666618,1.4514263091783635,-0.7188803151360262,48.60279670914571
35,0.020404602294416107,0.3480723695941256,-0.06878592550818594,1.4709817209263016,-0.61863370006594,48.59796093275928
36,0.2993838750982152,0.3502214523921705,-0.055085593767369906,1.4904443604828432,-0.5193875366966212,48.59442344249076
37,0.3763034400238398,0.13062895803442348,-0.06914341190028817,1.5113165231339,-0.42129400762312175,48.59218849833124
38,-0.44081427693989145,-0.17330945522727664,-0.1065968882889708,1.5339572764997689,-0.3244970163153081,48.59126036027168
