timestamp,GLD,USO
15-06-2010,120.99,35.23
16-06-2010,120.33,35.49
17-06-2010,121.9,35.14
18-06-2010,122.83,35.41
21-06-2010,120.39,35.33
22-06-2010,121.45,35
23-06-2010,120.95,34.24
24-06-2010,121.3,34.39
25-06-2010,122.76,35.66
28-06-2010,121.09,35.21
29-06-2010,121.27,34.17
30-06-2010,121.68,33.96
01-07-2010,117.04,32.87
02-07-2010,118.49,32.6
06-07-2010,116.51,32.61
07-07-2010,117.73,33.65
08-07-2010,117.21,34.23
09-07-2010,118.36,34.34
12-07-2010,117.34,33.78
13-07-2010,118.36,34.74
14-07-2010,118.3,34.66
15-07-2010,118.23,34.58
16-07-2010,116.67,34.16
19-07-2010,115.73,34.46
20-07-2010,116.65,34.82
21-07-2010,115.85,34.2
22-07-2010,116.86,35.42
23-07-2010,116.09,35.39
26-07-2010,115.52,35.35
27-07-2010,113.51,34.67
28-07-2010,113.78,34.36
29-07-2010,114.29,35.06
30-07-2010,115.49,35.34
02-08-2010,115.54,36.48
03-08-2010,115.99,36.91
04-08-2010,116.72,36.9
05-08-2010,116.98,36.71
06-08-2010,117.84,36.2
09-08-2010,117.4,36.53
10-08-2010,117.73,35.87
11-08-2010,117.34,34.74
12-08-2010,118.77,33.92
13-08-2010,118.74,33.79
16-08-2010,119.73,33.61
17-08-2010,119.75,33.87
18-08-2010,120.22,33.68
19-08-2010,120.39,33.25
20-08-2010,119.97,32.95
23-08-2010,119.78,32.43
24-08-2010,120.36,31.77
25-08-2010,121.36,32.37
26-08-2010,120.96,32.62
27-08-2010,121.01,33.57
30-08-2010,120.91,33.02
31-08-2010,122.08,31.92
01-09-2010,121.69,32.95
02-09-2010,122.29,33.39
03-09-2010,121.86,33.09
07-09-2010,122.7,32.77
08-09-2010,122.71,33.14
09-09-2010,121.56,32.89
10-09-2010,121.73,33.77
13-09-2010,121.62,34.03
14-09-2010,124.02,33.89
15-09-2010,123.94,33.49
16-09-2010,124.63,32.98
17-09-2010,124.54,32.65
20-09-2010,124.87,33.22
21-09-2010,126.01,32.65
22-09-2010,126.2,32.58
23-09-2010,126.3,32.67
24-09-2010,126.69,33.4
27-09-2010,126.72,33.24
28-09-2010,127.85,33.19
29-09-2010,127.95,33.94
30-09-2010,127.91,34.84
01-10-2010,128.91,35.63
04-10-2010,128.46,35.59
05-10-2010,130.99,36.09
06-10-2010,131.81,36.28
07-10-2010,130.37,35.46
08-10-2010,131.66,36.15
11-10-2010,132.29,35.6
12-10-2010,131.96,35.65
13-10-2010,134.07,36.16
14-10-2010,134.75,36
15-10-2010,133.68,35.47
18-10-2010,134.28,36.28
19-10-2010,130.11,34.62
20-10-2010,131.32,35.59
21-10-2010,129.47,34.85
22-10-2010,129.73,35.49
25-10-2010,130.85,35.57
26-10-2010,130.88,35.68
27-10-2010,129.52,35.42
28-10-2010,131.24,35.39
29-10-2010,132.62,35.17
01-11-2010,131.92,35.81
02-11-2010,132.49,36.27
03-11-2010,131.57,36.74
04-11-2010,136.03,37.49
05-11-2010,136.38,37.65
08-11-2010,137.78,37.53
09-11-2010,135.59,37.05
10-11-2010,137.24,38.04
11-11-2010,137.66,37.84
12-11-2010,133.69,36.47
15-11-2010,132.42,36.5
16-11-2010,130.97,35.45
17-11-2010,130.38,34.73
18-11-2010,132.09,35.5
19-11-2010,132.2,35.22
22-11-2010,133.48,35.05
23-11-2010,134.41,34.95
24-11-2010,134.18,36.08
26-11-2010,133.11,35.97
29-11-2010,133.51,36.78
30-11-2010,135.42,36.04
01-12-2010,135.38,37.2
02-12-2010,135.2,37.77
03-12-2010,138.07,38.31
06-12-2010,139.11,38.22
07-12-2010,136.5,37.8
08-12-2010,134.79,37.96
09-12-2010,135.37,37.94
10-12-2010,135.41,37.66
13-12-2010,136.05,37.89
14-12-2010,136.18,37.9
15-12-2010,134.7,37.99
16-12-2010,133.81,37.77
17-12-2010,134.2,37.81
20-12-2010,135.11,38.05
21-12-2010,135.32,38.29
22-12-2010,135.05,38.64
23-12-2010,134.66,38.98
27-12-2010,135.02,38.71
28-12-2010,137.22,38.91
29-12-2010,137.71,38.82
30-12-2010,137.03,38.12
31-12-2010,138.72,39
03-01-2011,138,39.05
04-01-2011,134.75,38.08
05-01-2011,134.37,38.52
06-01-2011,133.83,37.68
07-01-2011,133.58,37.67
10-01-2011,134.12,38.17
11-01-2011,134.91,38.88
12-01-2011,135.46,38.99
13-01-2011,134.05,38.65
14-01-2011,132.69,38.92
18-01-2011,133.43,38.73
19-01-2011,133.72,38.54
20-01-2011,131.2,37.57
21-01-2011,131.03,37.51
24-01-2011,130.36,36.93
25-01-2011,130.1,36.27
26-01-2011,131.16,36.85
27-01-2011,127.93,35.94
28-01-2011,130.28,37.58
31-01-2011,129.87,38.61
01-02-2011,130.8,38.07
02-02-2011,130.45,38.18
03-02-2011,132.2,38.09
04-02-2011,131.66,37.34
07-02-2011,131.68,36.66
08-02-2011,133.14,36.64
09-02-2011,133.07,36.5
10-02-2011,132.85,36.54
11-02-2011,132.32,36.05
14-02-2011,132.95,35.88
15-02-2011,133.97,35.39
16-02-2011,134.1,35.53
17-02-2011,135.04,36.06
18-02-2011,135.41,36.36
22-02-2011,136.29,38.49
23-02-2011,137.51,39.8
24-02-2011,136.48,38.97
25-02-2011,137.38,39.68
28-02-2011,137.66,39.19
01-03-2011,140.03,40.48
02-03-2011,139.92,41.39
03-03-2011,138.09,41.18
04-03-2011,139.35,42.33
07-03-2011,139.72,42.37
08-03-2011,139.36,42.31
09-03-2011,139.41,42.05
10-03-2011,137.77,41.4
11-03-2011,138.22,40.69
14-03-2011,138.86,40.91
15-03-2011,136.27,39.39
16-03-2011,136.24,39.68
17-03-2011,136.97,40.69
18-03-2011,138.37,40.97
21-03-2011,139.14,41.13
22-03-2011,139.05,41.93
23-03-2011,140.34,42.11
24-03-2011,139.22,42.05
25-03-2011,139.26,42.18
28-03-2011,138.54,41.42
29-03-2011,138.21,41.83
30-03-2011,138.67,41.66
31-03-2011,139.86,42.6
01-04-2011,139.2,43.17
04-04-2011,139.84,43.26
05-04-2011,142.05,43.1
06-04-2011,142.38,43.37
07-04-2011,142.51,43.99
08-04-2011,143.66,45.15
11-04-2011,142.64,43.64
12-04-2011,141.61,42.3
13-04-2011,141.9,42.75
14-04-2011,143.81,43.28
15-04-2011,145.05,43.71
18-04-2011,145.93,42.88
19-04-2011,145.93,42.95
20-04-2011,146.5,44.22
21-04-2011,146.74,44.57
25-04-2011,146.87,44.53
26-04-2011,146.38,44.48
27-04-2011,149.2,45.02
28-04-2011,149.82,44.83
29-04-2011,152.37,45.15
02-05-2011,150.41,44.93
03-05-2011,149.88,44.08
04-05-2011,147.73,43.26
05-05-2011,143.47,39.32
06-05-2011,145.3,38.87
09-05-2011,147.38,40.87
10-05-2011,147.9,41.08
11-05-2011,146.54,39.35
12-05-2011,146.59,39.28
13-05-2011,145.63,39.44
16-05-2011,145.37,38.51
17-05-2011,144.74,38.55
18-05-2011,145.6,39.5
19-05-2011,145.65,39.07
20-05-2011,147.49,39.47
23-05-2011,147.83,38.47
24-05-2011,148.59,39.28
25-05-2011,148.58,39.93
26-05-2011,148.22,39.6
27-05-2011,149.7,39.71
31-05-2011,149.64,40.5
01-06-2011,149.91,39.52
02-06-2011,149.5,39.68
03-06-2011,150.22,39.66
06-06-2011,150.48,39
07-06-2011,150.42,39.05
08-06-2011,149.81,39.85
09-06-2011,150.56,40.14
10-06-2011,149.24,39.07
13-06-2011,147.77,38.26
14-06-2011,148.67,39.1
15-06-2011,149.12,37.58
16-06-2011,148.97,37.42
17-06-2011,149.94,36.63
20-06-2011,150.03,36.72
21-06-2011,150.76,36.79
22-06-2011,150.99,37.1
23-06-2011,148.34,36.01
24-06-2011,146.26,35.81
27-06-2011,145.73,35.64
28-06-2011,146.24,36.42
29-06-2011,147.18,37.23
30-06-2011,146,37.24
01-07-2011,144.93,37.15
05-07-2011,147.63,37.96
06-07-2011,148.91,37.89
07-07-2011,149.15,38.61
08-07-2011,150.25,37.8
11-07-2011,151.59,37.29
12-07-2011,152.77,37.93
13-07-2011,154.14,38.35
14-07-2011,154.54,37.55
15-07-2011,155.2,38.13
18-07-2011,156.57,37.59
19-07-2011,154.66,38.25
20-07-2011,156.02,38.4
21-07-2011,154.83,38.72
22-07-2011,156.12,38.93
25-07-2011,157.34,38.68
26-07-2011,157.77,38.81
27-07-2011,157.19,37.97
28-07-2011,157.32,37.91
29-07-2011,158.29,37.42
01-08-2011,157.72,37.2
02-08-2011,161.52,36.4
03-08-2011,161.49,35.86
04-08-2011,160.64,33.73
05-08-2011,161.75,33.95
08-08-2011,167.12,31.51
09-08-2011,168.61,31.62
10-08-2011,174.58,31.78
11-08-2011,170.75,33.3
12-08-2011,169.97,33.23
15-08-2011,171.8,34.22
16-08-2011,173.92,33.83
17-08-2011,174.42,34.01
18-08-2011,177.72,31.72
19-08-2011,179.95,32.12
22-08-2011,184.59,32.72
23-08-2011,177.67,33.42
24-08-2011,171.65,33.08
25-08-2011,172.36,32.97
26-08-2011,177.47,33.15
29-08-2011,173.89,33.96
30-08-2011,179.1,34.44
31-08-2011,177.72,34.51
01-09-2011,177.87,34.47
02-09-2011,183.24,33.64
06-09-2011,182.9,33.59
07-09-2011,177.08,34.69
08-09-2011,181.81,34.46
09-09-2011,180.7,33.85
12-09-2011,176.67,34.42
13-09-2011,178.54,34.85
14-09-2011,177.21,34.34
15-09-2011,174.4,34.6
16-09-2011,176.03,34.14
19-09-2011,173.31,33.29
20-09-2011,175.78,33.43
21-09-2011,173.59,32.92
22-09-2011,169.05,31.13
23-09-2011,159.8,31.09
26-09-2011,157.58,31.47
27-09-2011,160.63,32.37
28-09-2011,156.22,31.25
29-09-2011,157.7,31.97
30-09-2011,158.06,30.49
03-10-2011,160.96,29.74
04-10-2011,157.64,29.91
05-10-2011,159.46,30.84
06-10-2011,160.49,31.98
07-10-2011,159.18,32.04
10-10-2011,163.27,33.24
11-10-2011,162.1,33.01
12-10-2011,163.26,32.92
13-10-2011,162.3,32.65
14-10-2011,163.4,33.87
17-10-2011,162.62,33.43
18-10-2011,161.84,34.15
19-10-2011,159.87,33.31
20-10-2011,157.77,33.33
21-10-2011,159.52,33.85
24-10-2011,161.02,35.38
25-10-2011,165.59,35.8
26-10-2011,167.4,35.06
27-10-2011,169.55,36.21
28-10-2011,169.62,36.03
31-10-2011,167.34,35.74
01-11-2011,167.38,35.2
02-11-2011,169.06,35.67
03-11-2011,171.72,36.32
04-11-2011,170.85,36.46
07-11-2011,174.98,37.09
08-11-2011,173.53,37.43
09-11-2011,172.07,37
10-11-2011,171.14,37.72
11-11-2011,173.96,38.21
14-11-2011,173.2,37.86
15-11-2011,173.36,38.43
16-11-2011,171.51,39.34
17-11-2011,167.1,38.23
18-11-2011,167.62,37.82
21-11-2011,163.5,37.59
22-11-2011,165.31,37.82
23-11-2011,164.83,37.16
25-11-2011,163.4,37.16
28-11-2011,166.63,37.85
29-11-2011,166.88,38.55
30-11-2011,170.13,38.78
01-12-2011,169.63,38.61
02-12-2011,169.82,39.03
05-12-2011,167.32,39.01
06-12-2011,168.18,39
07-12-2011,169.4,38.81
08-12-2011,165.98,37.78
09-12-2011,166.4,38.5
12-12-2011,161.99,37.88
13-12-2011,158.45,38.61
14-12-2011,152.89,36.66
15-12-2011,152.33,36.13
16-12-2011,155.23,36.27
19-12-2011,154.87,36.2
20-12-2011,156.98,37.56
21-12-2011,157.16,38.11
22-12-2011,156.04,38.28
23-12-2011,156.31,38.49
27-12-2011,154.91,39.06
28-12-2011,151.03,38.34
29-12-2011,150.34,38.41
30-12-2011,151.99,38.11
03-01-2012,155.92,39.69
04-01-2012,156.71,39.77
05-01-2012,157.78,39.17
06-01-2012,157.2,39.22
09-01-2012,156.5,39.08
10-01-2012,158.64,39.34
11-01-2012,159.67,38.92
12-01-2012,160.38,38.06
13-01-2012,159.26,38.16
17-01-2012,160.5,38.79
18-01-2012,161.6,38.83
19-01-2012,161.22,38.69
20-01-2012,162.07,37.78
23-01-2012,163.16,38.39
24-01-2012,162.01,38.1
25-01-2012,166.42,38.35
26-01-2012,167.27,38.37
27-01-2012,168.97,38.3
30-01-2012,168.03,38.01
31-01-2012,169.31,37.82
01-02-2012,169.56,37.38
02-02-2012,171.05,37.13
03-02-2012,167.64,37.59
06-02-2012,167.18,37.33
07-02-2012,169.7,37.95
08-02-2012,168.5,38.04
09-02-2012,168.02,38.33
10-02-2012,167.14,38.02
13-02-2012,167.51,38.69
14-02-2012,167.12,38.84
15-02-2012,168.11,39.18
16-02-2012,168,39.28
17-02-2012,167.35,39.75
21-02-2012,171.02,40.58
22-02-2012,172.94,40.59
23-02-2012,173.02,41.37
24-02-2012,172.23,42.01
27-02-2012,171.7,41.18
28-02-2012,173.49,40.79
29-02-2012,164.29,40.92
01-03-2012,166.61,41.75
02-03-2012,166.34,40.77
05-03-2012,165.65,40.97
06-03-2012,162.7,40.13
07-03-2012,163.63,40.61
08-03-2012,165.28,40.82
09-03-2012,166.38,41.09
12-03-2012,165.07,40.7
13-03-2012,162.3,40.83
14-03-2012,159.57,40.41
15-03-2012,161.08,40.28
16-03-2012,161.3,41.03
19-03-2012,161.59,41.29
20-03-2012,160.13,40.43
21-03-2012,160.21,40.66
22-03-2012,159.57,40.14
23-03-2012,161.53,40.69
26-03-2012,164.4,40.77
27-03-2012,163.24,40.71
28-03-2012,161.51,40.19
29-03-2012,161.28,39.29
30-03-2012,162.12,39.23
02-04-2012,162.94,40.03
03-04-2012,159.89,39.66
04-04-2012,157.21,38.84
05-04-2012,158.31,39.26
09-04-2012,159.37,38.97
